Ensembl_Gene_ID	MGI_ID
ENSG00000139687	MGI:3617652
ENSG00000116717	MGI:2182720
ENSG00000099860	MGI:3608798
ENSG00000180535	MGI:3615274
ENSG00000108424	MGI:3617354
ENSG00000108424	MGI:3617356
ENSG00000100985	MGI:3609228
ENSG00000166484	MGI:2445409
ENSG00000121653	MGI:2183313
ENSG00000121653	MGI:2182967
ENSG00000138834	MGI:3053053
ENSG00000188404	MGI:1927795
ENSG00000072163	MGI:3618381
ENSG00000170624	MGI:2154694
ENSG00000118257	MGI:2183904
ENSG00000170624	MGI:2180193
ENSG00000115844	MGI:3609208
ENSG00000171132	MGI:3609215
ENSG00000005339	MGI:3618462
ENSG00000105656	MGI:1933265
ENSG00000172071	MGI:2183829
ENSG00000164867	MGI:2159003
ENSG00000213088	MGI:1888977
ENSG00000107984	MGI:2387760
ENSG00000127948	MGI:2159651
ENSG00000187840	MGI:2177923
ENSG00000282076	MGI:2680653
ENSG00000110321	MGI:2182646
ENSG00000187741	MGI:2183470
ENSG00000278183	MGI:2155908
ENSG00000111145	MGI:2182950
ENSG00000115415	MGI:3619019
ENSG00000050748	MGI:2183601
ENSG00000107643	MGI:2384141
ENSG00000135744	MGI:1857121
ENSG00000135744	MGI:1857122
ENSG00000103657	MGI:3613033
ENSG00000171298	MGI:2179961
ENSG00000187486	MGI:2178821
ENSG00000110057	MGI:3619211
ENSG00000112038	MGI:2388673
ENSG00000084731	MGI:2183789
ENSG00000084731	MGI:2183787
ENSG00000105851	MGI:1858013
ENSG00000164458	MGI:1856185
ENSG00000069424	MGI:2179738
ENSG00000069424	MGI:2179739
ENSG00000105851	MGI:1858012
ENSG00000144891	MGI:1857147
ENSG00000171867	MGI:3619122
ENSG00000171867	MGI:3619124
ENSG00000171867	MGI:3619125
ENSG00000166147	MGI:1934905
ENSG00000165195	MGI:2386158
ENSG00000107882	MGI:3619046
ENSG00000113328	MGI:3619024
ENSG00000166147	MGI:1934906
ENSG00000166148	MGI:3603461
ENSG00000113328	MGI:3619512
ENSG00000115353	MGI:1934027
ENSG00000198626	MGI:3619529
ENSG00000042286	MGI:3619528
ENSG00000115353	MGI:2182395
ENSG00000184058	MGI:3619150
ENSG00000078902	MGI:3619521
ENSG00000132604	MGI:3619525
ENSG00000153487	MGI:3619526
ENSG00000153234	MGI:3043985
ENSG00000169418	MGI:2158387
ENSG00000105974	MGI:2386787
ENSG00000013588	MGI:3619232
ENSG00000274287	MGI:1889322
ENSG00000134323	MGI:1857492
ENSG00000167434	MGI:3611770
ENSG00000118298	MGI:3611771
ENSG00000172269	MGI:3620022
ENSG00000172269	MGI:3620023
ENSG00000106665	MGI:2387833
ENSG00000099194	MGI:3620028
ENSG00000154473	MGI:3619247
ENSG00000101146	MGI:3619246
ENSG00000196218	MGI:3619253
ENSG00000184221	MGI:2179311
ENSG00000205927	MGI:2179312
ENSG00000180549	MGI:2387664
ENSG00000140398	MGI:3620011
ENSG00000100644	MGI:3619142
ENSG00000198216	MGI:3619022
ENSG00000077782	MGI:3620057
ENSG00000077782	MGI:3620059
ENSG00000077782	MGI:3619012
ENSG00000077782	MGI:3619011
ENSG00000077782	MGI:3620061
ENSG00000086062	MGI:2450889
ENSG00000188419	MGI:3617904
ENSG00000188419	MGI:3617905
ENSG00000188419	MGI:3617903
ENSG00000117013	MGI:3618993
ENSG00000117013	MGI:3620085
ENSG00000108821	MGI:2179405
ENSG00000037280	MGI:1856694
ENSG00000037280	MGI:2181789
ENSG00000115085	MGI:2176252
ENSG00000170477	MGI:3620120
ENSG00000196811	MGI:3615397
ENSG00000123560	MGI:2384125
ENSG00000123560	MGI:2384127
ENSG00000123560	MGI:3617313
ENSG00000186912	MGI:3612162
ENSG00000154188	MGI:2180143
ENSG00000154188	MGI:2180145
ENSG00000123560	MGI:1857446
ENSG00000197971	MGI:1856159
ENSG00000066336	MGI:3619530
ENSG00000171303	MGI:3611768
ENSG00000058335	MGI:3611766
ENSG00000058335	MGI:3611767
ENSG00000172819	MGI:2386112
ENSG00000077092	MGI:2386109
ENSG00000158125	MGI:3611749
ENSG00000150594	MGI:1857459
ENSG00000116016	MGI:1861921
ENSG00000165092	MGI:3609477
ENSG00000189221	MGI:2180818
ENSG00000169946	MGI:2182616
ENSG00000104879	MGI:2179990
ENSG00000131730	MGI:2180507
ENSG00000162692	MGI:2153831
ENSG00000169896	MGI:1931533
ENSG00000112619	MGI:1856523
ENSG00000196218	MGI:2152826
ENSG00000102034	MGI:2388892
ENSG00000172893	MGI:2387406
ENSG00000140287	MGI:2182618
ENSG00000115232	MGI:2180843
ENSG00000107372	MGI:3530039
ENSG00000242265	MGI:3620548
ENSG00000112062	MGI:3620096
ENSG00000197406	MGI:2664293
ENSG00000186350	MGI:2385921
ENSG00000179348	MGI:3620070
ENSG00000065534	MGI:3620051
ENSG00000152661	MGI:3620584
ENSG00000135547	MGI:3574394
ENSG00000152661	MGI:2682016
ENSG00000121634	MGI:3620557
ENSG00000115232	MGI:3620620
ENSG00000160789	MGI:3620627
ENSG00000084073	MGI:2158363
ENSG00000106397	MGI:3620600
ENSG00000106397	MGI:3620601
ENSG00000106397	MGI:3620603
ENSG00000125850	MGI:3522498
ENSG00000135074	MGI:3620562
ENSG00000125845	MGI:3583785
ENSG00000125845	MGI:3620971
ENSG00000143669	MGI:3620573
ENSG00000152661	MGI:2386240
ENSG00000152661	MGI:2386241
ENSG00000084073	MGI:2180033
ENSG00000006468	MGI:2384493
ENSG00000006468	MGI:2384496
ENSG00000131771	MGI:3620646
ENSG00000131771	MGI:3620653
ENSG00000131771	MGI:3620647
ENSG00000221829	MGI:2183473
ENSG00000164251	MGI:3620551
ENSG00000121057	MGI:3620561
ENSG00000188690	MGI:3620007
ENSG00000265107	MGI:2445466
ENSG00000178726	MGI:1857983
ENSG00000265107	MGI:2445238
ENSG00000026025	MGI:1931877
ENSG00000139193	MGI:2385835
ENSG00000188690	MGI:3619379
ENSG00000213694	MGI:3620010
ENSG00000267534	MGI:3620009
ENSG00000221829	MGI:2183264
ENSG00000168081	MGI:2181778
ENSG00000102119	MGI:3621266
ENSG00000102119	MGI:3621049
ENSG00000135929	MGI:2181406
ENSG00000157193	MGI:3619603
ENSG00000197386	MGI:3603606
ENSG00000041982	MGI:2388370
ENSG00000161021	MGI:3621180
ENSG00000172893	MGI:3621217
ENSG00000100644	MGI:2385358
ENSG00000100644	MGI:2385361
ENSG00000145423	MGI:3621117
ENSG00000138101	MGI:3621006
ENSG00000137309	MGI:3621126
ENSG00000179295	MGI:3621004
ENSG00000184845	MGI:1857158
ENSG00000148346	MGI:3620000
ENSG00000160460	MGI:3621715
ENSG00000141736	MGI:2179176
ENSG00000141736	MGI:2179519
ENSG00000101412	MGI:1857424
ENSG00000269335	MGI:3620102
ENSG00000121769	MGI:3609428
ENSG00000101439	MGI:2182140
ENSG00000183873	MGI:2179753
ENSG00000183873	MGI:2388158
ENSG00000165646	MGI:3620458
ENSG00000116711	MGI:2385582
ENSG00000176402	MGI:3619604
ENSG00000119973	MGI:3611903
ENSG00000232367	MGI:1857253
ENSG00000111252	MGI:2383957
ENSG00000112486	MGI:2179613
ENSG00000128294	MGI:3512111
ENSG00000107854	MGI:3621924
ENSG00000134250	MGI:3621957
ENSG00000185386	MGI:3621932
ENSG00000230108	MGI:2388715
ENSG00000067182	MGI:1861040
ENSG00000116127	MGI:3621984
ENSG00000144451	MGI:3606979
ENSG00000130164	MGI:2683091
ENSG00000088832	MGI:2158807
ENSG00000113070	MGI:2665039
ENSG00000174080	MGI:3621931
ENSG00000174808	MGI:2665044
ENSG00000050165	MGI:3621929
ENSG00000089250	MGI:3621899
ENSG00000030304	MGI:3621908
ENSG00000187957	MGI:3621906
ENSG00000023839	MGI:3621934
ENSG00000105877	MGI:2152963
ENSG00000101557	MGI:3622127
ENSG00000164742	MGI:1857775
ENSG00000094914	MGI:3621812
ENSG00000138964	MGI:3621813
ENSG00000107854	MGI:3621819
ENSG00000107854	MGI:3621820
ENSG00000128285	MGI:3621901
ENSG00000169282	MGI:3621902
ENSG00000087074	MGI:3621811
ENSG00000183023	MGI:2384543
ENSG00000134569	MGI:3621893
ENSG00000106018	MGI:3621886
ENSG00000174804	MGI:2387667
ENSG00000183023	MGI:2384549
ENSG00000075340	MGI:2149087
ENSG00000102678	MGI:3621451
ENSG00000102678	MGI:3621452
ENSG00000102678	MGI:3621453
ENSG00000133110	MGI:3621456
ENSG00000235715	MGI:3055222
ENSG00000157764	MGI:3622462
ENSG00000261371	MGI:2677448
ENSG00000185000	MGI:1934012
ENSG00000147571	MGI:1857392
ENSG00000164379	MGI:2176727
ENSG00000117450	MGI:3611932
ENSG00000166313	MGI:3615373
ENSG00000163697	MGI:3615374
ENSG00000254550	MGI:2387862
ENSG00000128271	MGI:2155985
ENSG00000179855	MGI:3622811
ENSG00000160691	MGI:2384189
ENSG00000008710	MGI:2183523
ENSG00000283229	MGI:2158734
ENSG00000283229	MGI:2158757
ENSG00000164093	MGI:2384494
ENSG00000048052	MGI:2387834
ENSG00000131759	MGI:2158687
ENSG00000131759	MGI:2386107
ENSG00000077092	MGI:1857623
ENSG00000116478	MGI:2183177
ENSG00000178403	MGI:2159011
ENSG00000178403	MGI:2159010
ENSG00000198838	MGI:2181794
ENSG00000198838	MGI:2429752
ENSG00000198838	MGI:2429753
ENSG00000164742	MGI:1857405
ENSG00000099822	MGI:2449917
ENSG00000114166	MGI:2386307
ENSG00000112038	MGI:2159001
ENSG00000165731	MGI:2449909
ENSG00000180176	MGI:1860450
ENSG00000180176	MGI:2181959
ENSG00000149295	MGI:2388386
ENSG00000064989	MGI:3623122
ENSG00000137672	MGI:3623135
ENSG00000126010	MGI:2388628
ENSG00000134352	MGI:1931248
ENSG00000134352	MGI:1931239
ENSG00000101336	MGI:2384049
ENSG00000182185	MGI:3621480
ENSG00000170893	MGI:3620126
ENSG00000143226	MGI:3620982
ENSG00000162946	MGI:3623218
ENSG00000103126	MGI:1856035
ENSG00000135577	MGI:2387767
ENSG00000283220	MGI:3623134
ENSG00000169860	MGI:3623115
ENSG00000110395	MGI:2180578
ENSG00000110395	MGI:3610727
ENSG00000135100	MGI:2384429
ENSG00000224320	MGI:1931444
ENSG00000108821	MGI:2154695
ENSG00000188130	MGI:3615494
ENSG00000156711	MGI:3615495
ENSG00000108821	MGI:2158863
ENSG00000164032	MGI:2387764
ENSG00000206305	MGI:2157977
ENSG00000198125	MGI:2159004
ENSG00000138675	MGI:1857847
ENSG00000164305	MGI:2178778
ENSG00000119969	MGI:3622321
ENSG00000113389	MGI:2158355
ENSG00000119782	MGI:3623214
ENSG00000132855	MGI:3623491
ENSG00000073756	MGI:3623499
ENSG00000134569	MGI:3580702
ENSG00000181092	MGI:3623488
ENSG00000068796	MGI:3623680
ENSG00000105877	MGI:3623682
ENSG00000105877	MGI:3623683
ENSG00000282076	MGI:1931858
ENSG00000180509	MGI:1889639
ENSG00000105699	MGI:3623628
ENSG00000166484	MGI:3623627
ENSG00000111701	MGI:2157186
ENSG00000106804	MGI:3027637
ENSG00000144648	MGI:3623613
ENSG00000143799	MGI:1857765
ENSG00000136160	MGI:3623112
ENSG00000136160	MGI:3623111
ENSG00000136160	MGI:3623110
ENSG00000121101	MGI:3623684
ENSG00000026508	MGI:3588663
ENSG00000119782	MGI:2182644
ENSG00000115204	MGI:1857300
ENSG00000163106	MGI:3623744
ENSG00000169783	MGI:3623893
ENSG00000187240	MGI:3623884
ENSG00000120251	MGI:3623451
ENSG00000129116	MGI:3623949
ENSG00000141510	MGI:1927802
ENSG00000163848	MGI:3623378
ENSG00000152749	MGI:3623918
ENSG00000120913	MGI:3623895
ENSG00000182687	MGI:3622325
ENSG00000178732	MGI:3623935
ENSG00000066032	MGI:3623589
ENSG00000145888	MGI:1856177
ENSG00000138823	MGI:2152201
ENSG00000171298	MGI:2179960
ENSG00000171298	MGI:2179955
ENSG00000205755	MGI:3623417
ENSG00000165588	MGI:2157061
ENSG00000197535	MGI:1856008
ENSG00000169621	MGI:3623446
ENSG00000101292	MGI:3623447
ENSG00000085998	MGI:3623521
ENSG00000139687	MGI:3624441
ENSG00000115310	MGI:3623522
ENSG00000147168	MGI:1857455
ENSG00000197535	MGI:1860204
ENSG00000172995	MGI:3529328
ENSG00000039139	MGI:2180081
ENSG00000186297	MGI:3623342
ENSG00000136827	MGI:3623421
ENSG00000136827	MGI:3623422
ENSG00000164418	MGI:3623590
ENSG00000183134	MGI:3623476
ENSG00000213903	MGI:2385781
ENSG00000225697	MGI:3623454
ENSG00000169057	MGI:2183727
ENSG00000142949	MGI:2156205
ENSG00000092010	MGI:2388600
ENSG00000100911	MGI:2388601
ENSG00000111276	MGI:3624666
ENSG00000111276	MGI:3623441
ENSG00000170782	MGI:3623580
ENSG00000170782	MGI:3623581
ENSG00000170782	MGI:3623582
ENSG00000170782	MGI:3623583
ENSG00000006128	MGI:2136170
ENSG00000169057	MGI:2137311
ENSG00000141646	MGI:3624263
ENSG00000169554	MGI:2387501
ENSG00000198910	MGI:3624137
ENSG00000198910	MGI:2181735
ENSG00000168453	MGI:3624265
ENSG00000117394	MGI:3624543
ENSG00000077279	MGI:3624537
ENSG00000141837	MGI:1856211
ENSG00000171189	MGI:3623113
ENSG00000186009	MGI:2158258
ENSG00000079257	MGI:3622076
ENSG00000164256	MGI:3623909
ENSG00000163349	MGI:3624126
ENSG00000064393	MGI:3624127
ENSG00000141510	MGI:2388703
ENSG00000158669	MGI:3624276
ENSG00000215644	MGI:3623116
ENSG00000178607	MGI:3622330
ENSG00000109099	MGI:3614822
ENSG00000187735	MGI:3622786
ENSG00000142168	MGI:2680903
ENSG00000104312	MGI:3622328
ENSG00000146857	MGI:3622304
ENSG00000159399	MGI:3624862
ENSG00000108946	MGI:2183602
ENSG00000157005	MGI:1888381
ENSG00000143570	MGI:3625131
ENSG00000135476	MGI:3624201
ENSG00000164611	MGI:3624203
ENSG00000100288	MGI:3578417
ENSG00000167207	MGI:3622092
ENSG00000162711	MGI:3622094
ENSG00000180353	MGI:3623117
ENSG00000180353	MGI:3623118
ENSG00000115602	MGI:3623124
ENSG00000160307	MGI:2451049
ENSG00000165704	MGI:1857299
ENSG00000130702	MGI:3624772
ENSG00000104321	MGI:3624810
ENSG00000112033	MGI:3623147
ENSG00000102468	MGI:3624812
ENSG00000068878	MGI:3623144
ENSG00000149295	MGI:1857875
ENSG00000138175	MGI:3623141
ENSG00000203909	MGI:3625479
ENSG00000101435	MGI:3625305
ENSG00000126733	MGI:3625290
ENSG00000126733	MGI:3625291
ENSG00000223802	MGI:2181719
ENSG00000148408	MGI:2387803
ENSG00000101076	MGI:3625863
ENSG00000101076	MGI:3622273
ENSG00000101076	MGI:3625865
ENSG00000101076	MGI:3622274
ENSG00000181449	MGI:3589809
ENSG00000181449	MGI:3625175
ENSG00000181449	MGI:3625177
ENSG00000181449	MGI:3625178
ENSG00000182985	MGI:3625157
ENSG00000182985	MGI:3625158
ENSG00000169213	MGI:3615355
ENSG00000105514	MGI:2669989
ENSG00000163519	MGI:3625134
ENSG00000010404	MGI:3625122
ENSG00000179361	MGI:3625143
ENSG00000100811	MGI:3624790
ENSG00000100811	MGI:3625967
ENSG00000115419	MGI:3514104
ENSG00000182985	MGI:3625113
ENSG00000171476	MGI:2389233
ENSG00000171476	MGI:2389244
ENSG00000054356	MGI:3625093
ENSG00000127616	MGI:3611933
ENSG00000127616	MGI:2386105
ENSG00000213658	MGI:3611936
ENSG00000159167	MGI:3626184
ENSG00000005339	MGI:3612048
ENSG00000100393	MGI:3612049
ENSG00000171786	MGI:2183573
ENSG00000007264	MGI:3526800
ENSG00000043462	MGI:2180002
ENSG00000159216	MGI:3625885
ENSG00000159216	MGI:3625886
ENSG00000203797	MGI:3625623
ENSG00000174807	MGI:3625491
ENSG00000128274	MGI:3624807
ENSG00000073536	MGI:3624778
ENSG00000163069	MGI:2153048
ENSG00000272333	MGI:3623309
ENSG00000272333	MGI:3623312
ENSG00000272333	MGI:3623310
ENSG00000167580	MGI:3624697
ENSG00000170819	MGI:3624777
ENSG00000100577	MGI:2183286
ENSG00000023892	MGI:3530790
ENSG00000165731	MGI:3626295
ENSG00000152804	MGI:2448661
ENSG00000164733	MGI:2182129
ENSG00000011677	MGI:3604586
ENSG00000186810	MGI:3604545
ENSG00000268089	MGI:3604492
ENSG00000198689	MGI:3604561
ENSG00000133083	MGI:3626361
ENSG00000164171	MGI:2183401
ENSG00000125861	MGI:3625130
ENSG00000073670	MGI:3625523
ENSG00000183153	MGI:3624629
ENSG00000112715	MGI:2386595
ENSG00000165973	MGI:3626314
ENSG00000180228	MGI:3626341
ENSG00000112715	MGI:2386593
ENSG00000142875	MGI:2180946
ENSG00000088305	MGI:3628447
ENSG00000088305	MGI:3628446
ENSG00000160211	MGI:2182739
ENSG00000162909	MGI:3628453
ENSG00000145936	MGI:2385821
ENSG00000160211	MGI:2387672
ENSG00000137486	MGI:2157962
ENSG00000128610	MGI:3626294
ENSG00000092929	MGI:3628822
ENSG00000198707	MGI:3624136
ENSG00000148408	MGI:2180187
ENSG00000131269	MGI:3628655
ENSG00000239672	MGI:3628812
ENSG00000171246	MGI:3628746
ENSG00000221890	MGI:3628751
ENSG00000106236	MGI:3628749
ENSG00000196188	MGI:3625688
ENSG00000177666	MGI:3629035
ENSG00000105221	MGI:2158456
ENSG00000143514	MGI:3625686
ENSG00000145040	MGI:3625732
ENSG00000086065	MGI:3626293
ENSG00000178802	MGI:3628756
ENSG00000101144	MGI:2136986
ENSG00000101144	MGI:3611801
ENSG00000101144	MGI:3611802
ENSG00000101144	MGI:3611800
ENSG00000136869	MGI:3626283
ENSG00000005156	MGI:3629052
ENSG00000083168	MGI:3626344
ENSG00000154813	MGI:3629060
ENSG00000082126	MGI:3624689
ENSG00000135365	MGI:3629054
ENSG00000106089	MGI:3629049
ENSG00000133110	MGI:3611751
ENSG00000186350	MGI:1857511
ENSG00000162736	MGI:3629090
ENSG00000122678	MGI:3629201
ENSG00000121879	MGI:3628805
ENSG00000138207	MGI:3625605
ENSG00000131981	MGI:2386938
ENSG00000124181	MGI:2155982
ENSG00000124181	MGI:2388141
ENSG00000124181	MGI:2388142
ENSG00000154309	MGI:2429759
ENSG00000169083	MGI:3628492
ENSG00000169083	MGI:3628485
ENSG00000095596	MGI:2183291
ENSG00000172575	MGI:2386261
ENSG00000152689	MGI:3625862
ENSG00000147257	MGI:2657134
ENSG00000108576	MGI:3629666
ENSG00000073756	MGI:3628614
ENSG00000073756	MGI:3629677
ENSG00000070193	MGI:3629660
ENSG00000175868	MGI:2148538
ENSG00000175426	MGI:3629669
ENSG00000101966	MGI:3629213
ENSG00000136279	MGI:3629216
ENSG00000164082	MGI:1857988
ENSG00000175197	MGI:2179046
ENSG00000117480	MGI:2182901
ENSG00000165643	MGI:3629211
ENSG00000102683	MGI:3609567
ENSG00000100906	MGI:3630257
ENSG00000147065	MGI:3630284
ENSG00000136099	MGI:3630287
ENSG00000141510	MGI:3629221
ENSG00000144959	MGI:3629327
ENSG00000171446	MGI:3522000
ENSG00000100473	MGI:3624560
ENSG00000049239	MGI:3624665
ENSG00000187098	MGI:1856093
ENSG00000184110	MGI:3617494
ENSG00000143669	MGI:3620135
ENSG00000196419	MGI:3625858
ENSG00000165240	MGI:3037036
ENSG00000160007	MGI:2448591
ENSG00000049130	MGI:3616706
ENSG00000079246	MGI:2179987
ENSG00000131470	MGI:3628799
ENSG00000079246	MGI:2152542
ENSG00000196586	MGI:3618347
ENSG00000160801	MGI:3628795
ENSG00000063515	MGI:3630279
ENSG00000275331	MGI:3639103
ENSG00000063515	MGI:3630276
ENSG00000167580	MGI:1856830
ENSG00000181195	MGI:3628668
ENSG00000116329	MGI:2387891
ENSG00000198785	MGI:2387963
ENSG00000135744	MGI:2183545
ENSG00000112531	MGI:3575120
ENSG00000142627	MGI:2448472
ENSG00000028528	MGI:3610409
ENSG00000205302	MGI:3610410
ENSG00000171189	MGI:2176347
ENSG00000130396	MGI:3623108
ENSG00000177425	MGI:3624677
ENSG00000164047	MGI:2182791
ENSG00000105707	MGI:3639336
ENSG00000154016	MGI:2179974
ENSG00000124089	MGI:2183579
ENSG00000170367	MGI:3629665
ENSG00000170485	MGI:2180392
ENSG00000198265	MGI:3623109
ENSG00000157450	MGI:2680166
ENSG00000125084	MGI:2153126
ENSG00000051341	MGI:3610670
ENSG00000142408	MGI:3609205
ENSG00000198873	MGI:2383968
ENSG00000150093	MGI:3624804
ENSG00000150093	MGI:3639561
ENSG00000150093	MGI:3624805
ENSG00000125084	MGI:1857490
ENSG00000213918	MGI:2387029
ENSG00000187730	MGI:1861926
ENSG00000179348	MGI:3628640
ENSG00000129562	MGI:2445490
ENSG00000129562	MGI:2183460
ENSG00000172175	MGI:3639305
ENSG00000068078	MGI:2135635
ENSG00000068078	MGI:2135636
ENSG00000116285	MGI:3639295
ENSG00000139352	MGI:2388165
ENSG00000164128	MGI:2158699
ENSG00000171723	MGI:2182559
ENSG00000178403	MGI:2159009
ENSG00000155011	MGI:3639316
ENSG00000112096	MGI:1857344
ENSG00000164362	MGI:3628579
ENSG00000136153	MGI:3639949
ENSG00000169169	MGI:3639356
ENSG00000120725	MGI:3055918
ENSG00000114349	MGI:2152779
ENSG00000108576	MGI:3628526
ENSG00000277626	MGI:2178826
ENSG00000109099	MGI:1856216
ENSG00000170266	MGI:2429923
ENSG00000139687	MGI:3624796
ENSG00000151834	MGI:3628505
ENSG00000164128	MGI:2158689
ENSG00000164129	MGI:2158688
ENSG00000127528	MGI:3639349
ENSG00000069974	MGI:1856656
ENSG00000069974	MGI:2388568
ENSG00000068078	MGI:2388062
ENSG00000068078	MGI:2135676
ENSG00000010810	MGI:3639430
ENSG00000185838	MGI:3530640
ENSG00000171209	MGI:3640309
ENSG00000107447	MGI:2177306
ENSG00000124713	MGI:3640328
ENSG00000138061	MGI:2154690
ENSG00000068078	MGI:2135673
ENSG00000198626	MGI:3640298
ENSG00000198626	MGI:3640297
ENSG00000099998	MGI:2182354
ENSG00000068078	MGI:2135677
ENSG00000068078	MGI:2135634
ENSG00000277626	MGI:2450902
ENSG00000165702	MGI:2388162
ENSG00000130513	MGI:2386300
ENSG00000266524	MGI:2445719
ENSG00000136160	MGI:3640402
ENSG00000187048	MGI:3640474
ENSG00000111450	MGI:3526405
ENSG00000168040	MGI:2159360
ENSG00000145321	MGI:2176841
ENSG00000167535	MGI:2389248
ENSG00000117305	MGI:3640351
ENSG00000136997	MGI:3640383
ENSG00000136997	MGI:3640384
ENSG00000084093	MGI:3640355
ENSG00000130700	MGI:2386318
ENSG00000169714	MGI:3640662
ENSG00000126247	MGI:3640691
ENSG00000198356	MGI:3640791
ENSG00000164116	MGI:3640804
ENSG00000180447	MGI:2388397
ENSG00000112029	MGI:3640940
ENSG00000136960	MGI:3640942
ENSG00000169418	MGI:2178776
ENSG00000172680	MGI:3640947
ENSG00000213930	MGI:2180188
ENSG00000160307	MGI:2386179
ENSG00000273814	MGI:3640976
ENSG00000273814	MGI:3641043
ENSG00000021826	MGI:2386969
ENSG00000188611	MGI:3641171
ENSG00000110693	MGI:3641205
ENSG00000114554	MGI:3641211
ENSG00000174130	MGI:3641228
ENSG00000172936	MGI:3641234
ENSG00000069482	MGI:2183172
ENSG00000172936	MGI:3641255
ENSG00000184058	MGI:3641283
ENSG00000184058	MGI:3046795
ENSG00000197587	MGI:3641326
ENSG00000197587	MGI:3641327
ENSG00000197587	MGI:3641328
ENSG00000179774	MGI:2159015
ENSG00000185559	MGI:3640339
ENSG00000196419	MGI:2179954
ENSG00000188064	MGI:3641208
ENSG00000170348	MGI:3640663
ENSG00000158773	MGI:3640336
ENSG00000198574	MGI:3641174
ENSG00000165060	MGI:3641251
ENSG00000153113	MGI:3641275
ENSG00000181222	MGI:3641214
ENSG00000181222	MGI:3641215
ENSG00000138829	MGI:2445938
ENSG00000166147	MGI:3641232
ENSG00000084676	MGI:3641219
ENSG00000226275	MGI:3652393
ENSG00000223448	MGI:2446568
ENSG00000226275	MGI:2446566
ENSG00000230108	MGI:2446567
ENSG00000132465	MGI:3641196
ENSG00000090861	MGI:3618596
ENSG00000120742	MGI:3652355
ENSG00000134852	MGI:3652400
ENSG00000100345	MGI:3641195
ENSG00000104290	MGI:2388632
ENSG00000136856	MGI:3641337
ENSG00000064835	MGI:1856025
ENSG00000026508	MGI:2181292
ENSG00000079134	MGI:3512076
ENSG00000157227	MGI:2386246
ENSG00000130294	MGI:3639347
ENSG00000162493	MGI:3641576
ENSG00000010610	MGI:3639344
ENSG00000136931	MGI:3652587
ENSG00000070190	MGI:3652582
ENSG00000151702	MGI:3652588
ENSG00000020633	MGI:3641439
ENSG00000197616	MGI:3652543
ENSG00000100852	MGI:2179998
ENSG00000172020	MGI:2448337
ENSG00000100368	MGI:3652583
ENSG00000283253	MGI:3641549
ENSG00000159200	MGI:3641540
ENSG00000177426	MGI:3652354
ENSG00000196371	MGI:2387994
ENSG00000152661	MGI:3652926
ENSG00000104237	MGI:3652902
ENSG00000185291	MGI:3652833
ENSG00000176920	MGI:2183220
ENSG00000174951	MGI:2183219
ENSG00000160867	MGI:2135678
ENSG00000101076	MGI:2183519
ENSG00000101076	MGI:2183525
ENSG00000162924	MGI:3639342
ENSG00000112799	MGI:3641422
ENSG00000064835	MGI:1856024
ENSG00000167996	MGI:2386942
ENSG00000101346	MGI:3617318
ENSG00000096433	MGI:1857070
ENSG00000096433	MGI:1856207
ENSG00000096433	MGI:3653223
ENSG00000143839	MGI:3653266
ENSG00000175189	MGI:3653269
ENSG00000139269	MGI:3706816
ENSG00000125740	MGI:1857395
ENSG00000170345	MGI:1857171
ENSG00000118058	MGI:3641250
ENSG00000169855	MGI:3641236
ENSG00000087074	MGI:3641226
ENSG00000118972	MGI:3652903
ENSG00000169621	MGI:3653379
ENSG00000102935	MGI:3653505
ENSG00000102935	MGI:3653506
ENSG00000102935	MGI:3653507
ENSG00000164761	MGI:2181227
ENSG00000003393	MGI:3653518
ENSG00000142319	MGI:3653596
ENSG00000133116	MGI:3653671
ENSG00000148516	MGI:1857799
ENSG00000148516	MGI:1857515
ENSG00000136352	MGI:3653645
ENSG00000105610	MGI:1857557
ENSG00000109101	MGI:3653425
ENSG00000176678	MGI:2180191
ENSG00000003056	MGI:3653697
ENSG00000100604	MGI:3653689
ENSG00000184408	MGI:3653698
ENSG00000198626	MGI:3641338
ENSG00000164307	MGI:3653695
ENSG00000198838	MGI:3575753
ENSG00000130222	MGI:3653832
ENSG00000101096	MGI:2182770
ENSG00000110713	MGI:3653729
ENSG00000078018	MGI:3653757
ENSG00000116062	MGI:3653701
ENSG00000283186	MGI:3654306
ENSG00000204311	MGI:3654320
ENSG00000113749	MGI:3607154
ENSG00000022355	MGI:3654126
ENSG00000150455	MGI:3654146
ENSG00000088888	MGI:3654145
ENSG00000184216	MGI:3654141
ENSG00000115839	MGI:3654149
ENSG00000123454	MGI:1928960
ENSG00000100906	MGI:3654110
ENSG00000121807	MGI:2158345
ENSG00000164916	MGI:2450307
ENSG00000196584	MGI:3654106
ENSG00000174405	MGI:1857720
ENSG00000173585	MGI:3654108
ENSG00000178860	MGI:3655692
ENSG00000139515	MGI:2388676
ENSG00000175592	MGI:2385824
ENSG00000106105	MGI:3655818
ENSG00000167768	MGI:3655853
ENSG00000087460	MGI:2152744
ENSG00000281919	MGI:3656016
ENSG00000281919	MGI:3656018
ENSG00000168334	MGI:3521795
ENSG00000177889	MGI:3655236
ENSG00000177889	MGI:3655238
ENSG00000099194	MGI:2653202
ENSG00000144891	MGI:2183541
ENSG00000090554	MGI:2158499
ENSG00000144891	MGI:2183543
ENSG00000140465	MGI:2182307
ENSG00000140505	MGI:2182351
